,Unnamed: 0.1,Unnamed: 0,Id,profile_unique_id,Liked Products/User,Recommended Products,Products,list_Preferences,list_interest,list_style,list_occasion,list_gender,list_age,list_relationship,join_key,list_Profiles,user_unique_id,Creation Date,Modified Date,parsed_preferences,Genereated_Recommends,Random_Generated_Clicks,all_unique_id
546,546,530,,random_profile_482,,,,,"['food and cooking', 'tech and gadgets', 'sports and hobbies', 'art and culture', 'beauty and self-care', 'music and entertainment', 'outdoor and nature', 'home and decor', 'books and learning', 'travel and adventure', 'fitness and wellness']","['bougie', 'practical', 'minimalistic', 'chill', 'classic and timeless']",['promotions and achievements'],['female'],['under 12'],['spouse or significant other'],,,random_user_229,,,"{'interest': ['food and cooking', 'tech and gadgets', 'sports and hobbies', 'art and culture', 'beauty and self-care', 'music and entertainment', 'outdoor and nature', 'home and decor', 'books and learning', 'travel and adventure', 'fitness and wellness'], 'style': ['bougie', 'practical', 'minimalistic', 'chill', 'classic and timeless'], 'occasion': ['promotions and achievements'], 'gender': ['female'], 'age_category': ['under 12'], 'relationship': ['spouse or significant other']}",[],"['1694623263358x750447273127468300', '1694624159818x868008542447611400', '1701096862685x329852033117816500']",unq_id-546
547,547,531,,random_profile_42,,,,,"['tech and gadgets', 'books and learning', 'pets and animal lovers', 'food and cooking', 'home and decor', 'fitness and wellness', 'sports and hobbies', 'fashion and accessories', 'outdoor and nature', 'spirituality', 'travel and adventure', 'music and entertainment', 'art and culture', 'arts and crafts']","['comfortable yet stylish', 'premium brands', 'bougie', 'classic and timeless', 'minimalistic']",['get well soon'],['female'],['25 - 45'],['child'],,,random_user_76,,,"{'interest': ['tech and gadgets', 'books and learning', 'pets and animal lovers', 'food and cooking', 'home and decor', 'fitness and wellness', 'sports and hobbies', 'fashion and accessories', 'outdoor and nature', 'spirituality', 'travel and adventure', 'music and entertainment', 'art and culture', 'arts and crafts'], 'style': ['comfortable yet stylish', 'premium brands', 'bougie', 'classic and timeless', 'minimalistic'], 'occasion': ['get well soon'], 'gender': ['female'], 'age_category': ['25 - 45'], 'relationship': ['child']}",[],"['1694623761417x296151345482511550', '1694623756568x909857361380613400']",unq_id-547
548,548,532,,random_profile_645,,,,,"['social impact and charity', 'beauty and self-care', 'fitness and wellness', 'outdoor and nature', 'food and cooking', 'arts and crafts', 'music and entertainment']","['practical', 'premium brands', 'chill', 'minimalistic', 'comfortable yet stylish', 'bougie']",['appreciation'],['male'],['45 - 65'],['girlfriend'],,,random_user_184,,,"{'interest': ['social impact and charity', 'beauty and self-care', 'fitness and wellness', 'outdoor and nature', 'food and cooking', 'arts and crafts', 'music and entertainment'], 'style': ['practical', 'premium brands', 'chill', 'minimalistic', 'comfortable yet stylish', 'bougie'], 'occasion': ['appreciation'], 'gender': ['male'], 'age_category': ['45 - 65'], 'relationship': ['girlfriend']}",[],"['1696265496334x599205008865932200', '1694624163797x464045470178577900', '1696351121852x206429027506372030', '1694623738492x572974849673625100']",unq_id-548
549,549,533,,random_profile_912,,,,,"['beauty and self-care', 'social impact and charity', 'outdoor and nature', 'food and cooking', 'books and learning', 'sports and hobbies']","['comfortable yet stylish', 'chill']",['housewarmings'],['male'],['12 - 18'],['colleague'],,,random_user_261,,,"{'interest': ['beauty and self-care', 'social impact and charity', 'outdoor and nature', 'food and cooking', 'books and learning', 'sports and hobbies'], 'style': ['comfortable yet stylish', 'chill'], 'occasion': ['housewarmings'], 'gender': ['male'], 'age_category': ['12 - 18'], 'relationship': ['colleague']}",[],['1694624172817x646059179069280900'],unq_id-549
550,550,534,,random_profile_982,,,,,"['books and learning', 'music and entertainment', 'fashion and accessories', 'art and culture', 'fitness and wellness', 'sports and hobbies', 'food and cooking', 'spirituality']","['minimalistic', 'comfortable yet stylish', 'premium brands']",['appreciation'],['male'],['12 - 18'],['grand parent'],,,random_user_70,,,"{'interest': ['books and learning', 'music and entertainment', 'fashion and accessories', 'art and culture', 'fitness and wellness', 'sports and hobbies', 'food and cooking', 'spirituality'], 'style': ['minimalistic', 'comfortable yet stylish', 'premium brands'], 'occasion': ['appreciation'], 'gender': ['male'], 'age_category': ['12 - 18'], 'relationship': ['grand parent']}",[],"['1696474692510x664876460446185000', '1695942620412x320545898175664400', '1694624159020x523602593454548540', '1694624159818x868008542447611400']",unq_id-550
551,551,535,,random_profile_470,,,,,"['art and culture', 'fitness and wellness', 'travel and adventure', 'tech and gadgets', 'social impact and charity', 'home and decor', 'fashion and accessories', 'music and entertainment', 'books and learning', 'spirituality', 'food and cooking']","['premium brands', 'bougie', 'minimalistic', 'classic and timeless', 'comfortable yet stylish']",['get well soon'],['female'],['under 12'],['child'],,,random_user_169,,,"{'interest': ['art and culture', 'fitness and wellness', 'travel and adventure', 'tech and gadgets', 'social impact and charity', 'home and decor', 'fashion and accessories', 'music and entertainment', 'books and learning', 'spirituality', 'food and cooking'], 'style': ['premium brands', 'bougie', 'minimalistic', 'classic and timeless', 'comfortable yet stylish'], 'occasion': ['get well soon'], 'gender': ['female'], 'age_category': ['under 12'], 'relationship': ['child']}",[],"['1694624159818x868008542447611400', '1694623263358x750447273127468300']",unq_id-551
552,552,536,,random_profile_447,,,,,"['social impact and charity', 'music and entertainment', 'books and learning', 'fashion and accessories', 'beauty and self-care', 'art and culture', 'food and cooking', 'home and decor', 'pets and animal lovers']","['bougie', 'comfortable yet stylish']","[""valentine's day""]",['male'],['under 12'],['spouse or significant other'],,,random_user_144,,,"{'interest': ['social impact and charity', 'music and entertainment', 'books and learning', 'fashion and accessories', 'beauty and self-care', 'art and culture', 'food and cooking', 'home and decor', 'pets and animal lovers'], 'style': ['bougie', 'comfortable yet stylish'], 'occasion': [""valentine's day""], 'gender': ['male'], 'age_category': ['under 12'], 'relationship': ['spouse or significant other']}",[],"['1694624893346x910552786125184300', '1696474693584x452386809026744640', '1695831199012x679712269232390000', '1694623750262x292849093002088400']",unq_id-552
553,553,537,,random_profile_797,,,,,['art and culture'],['premium brands'],['birthdays'],['male'],['25 - 45'],['girlfriend'],,,random_user_198,,,"{'interest': ['art and culture'], 'style': ['premium brands'], 'occasion': ['birthdays'], 'gender': ['male'], 'age_category': ['25 - 45'], 'relationship': ['girlfriend']}",[],"['1696695521767x281850332242308480', '1696265544791x893724028251703400']",unq_id-553
554,554,538,,random_profile_986,,,,,"['fitness and wellness', 'sports and hobbies', 'fashion and accessories', 'beauty and self-care']","['practical', 'minimalistic', 'premium brands', 'comfortable yet stylish']",['promotions and achievements'],['female'],['18 - 25'],['grand parent'],,,random_user_18,,,"{'interest': ['fitness and wellness', 'sports and hobbies', 'fashion and accessories', 'beauty and self-care'], 'style': ['practical', 'minimalistic', 'premium brands', 'comfortable yet stylish'], 'occasion': ['promotions and achievements'], 'gender': ['female'], 'age_category': ['18 - 25'], 'relationship': ['grand parent']}",[],['1704715930006x762063400405827600'],unq_id-554
555,555,539,,random_profile_541,,,,,"['sports and hobbies', 'beauty and self-care', 'music and entertainment', 'travel and adventure', 'fashion and accessories', 'arts and crafts', 'social impact and charity', 'art and culture', 'outdoor and nature', 'books and learning', 'home and decor']","['chill', 'bougie', 'comfortable yet stylish', 'minimalistic']",['apologies'],['male'],['65 +'],['spouse or significant other'],,,random_user_216,,,"{'interest': ['sports and hobbies', 'beauty and self-care', 'music and entertainment', 'travel and adventure', 'fashion and accessories', 'arts and crafts', 'social impact and charity', 'art and culture', 'outdoor and nature', 'books and learning', 'home and decor'], 'style': ['chill', 'bougie', 'comfortable yet stylish', 'minimalistic'], 'occasion': ['apologies'], 'gender': ['male'], 'age_category': ['65 +'], 'relationship': ['spouse or significant other']}",[],"['1696265564972x742251055948735000', '1694620674623x550682125616425800']",unq_id-555
556,556,540,,random_profile_386,,,,,"['books and learning', 'tech and gadgets', 'beauty and self-care', 'pets and animal lovers', 'arts and crafts', 'outdoor and nature', 'social impact and charity']","['bougie', 'minimalistic', 'comfortable yet stylish', 'practical', 'chill', 'classic and timeless']",['newborns'],['male'],['45 - 65'],['parent'],,,random_user_223,,,"{'interest': ['books and learning', 'tech and gadgets', 'beauty and self-care', 'pets and animal lovers', 'arts and crafts', 'outdoor and nature', 'social impact and charity'], 'style': ['bougie', 'minimalistic', 'comfortable yet stylish', 'practical', 'chill', 'classic and timeless'], 'occasion': ['newborns'], 'gender': ['male'], 'age_category': ['45 - 65'], 'relationship': ['parent']}",[],"['1695831227300x923781314568697500', '1695831214095x897278236614363600', '1695831208210x172904031718950300', '1704448570473x316278457403149630']",unq_id-556
557,557,541,,random_profile_869,,,,,"['books and learning', 'food and cooking']","['premium brands', 'practical', 'minimalistic', 'classic and timeless']",['apologies'],['male'],['45 - 65'],['friend'],,,random_user_237,,,"{'interest': ['books and learning', 'food and cooking'], 'style': ['premium brands', 'practical', 'minimalistic', 'classic and timeless'], 'occasion': ['apologies'], 'gender': ['male'], 'age_category': ['45 - 65'], 'relationship': ['friend']}",[],"['1704448561364x238259057780919170', '1695942620412x320545898175664400', '1704448559537x271801169214314080']",unq_id-557
558,558,542,,random_profile_141,,,,,"['home and decor', 'spirituality', 'outdoor and nature', 'fashion and accessories', 'books and learning']","['practical', 'classic and timeless', 'minimalistic', 'chill', 'premium brands', 'comfortable yet stylish']",['retirements'],['female'],['under 12'],['grand parent'],,,random_user_130,,,"{'interest': ['home and decor', 'spirituality', 'outdoor and nature', 'fashion and accessories', 'books and learning'], 'style': ['practical', 'classic and timeless', 'minimalistic', 'chill', 'premium brands', 'comfortable yet stylish'], 'occasion': ['retirements'], 'gender': ['female'], 'age_category': ['under 12'], 'relationship': ['grand parent']}",[],"['1694624166818x511649925901232100', '1696351131417x518532267880837950']",unq_id-558
559,559,543,,random_profile_197,,,,,"['tech and gadgets', 'pets and animal lovers', 'food and cooking', 'fitness and wellness', 'sports and hobbies', 'arts and crafts', 'music and entertainment', 'beauty and self-care', 'travel and adventure']","['comfortable yet stylish', 'practical', 'premium brands', 'minimalistic']",['weddings'],['male'],['18 - 25'],['grand parent'],,,random_user_3,,,"{'interest': ['tech and gadgets', 'pets and animal lovers', 'food and cooking', 'fitness and wellness', 'sports and hobbies', 'arts and crafts', 'music and entertainment', 'beauty and self-care', 'travel and adventure'], 'style': ['comfortable yet stylish', 'practical', 'premium brands', 'minimalistic'], 'occasion': ['weddings'], 'gender': ['male'], 'age_category': ['18 - 25'], 'relationship': ['grand parent']}",[],"['1694623751271x391270845290324000', '1694623752286x801528546306744300']",unq_id-559
560,560,544,,random_profile_777,,,,,"['home and decor', 'sports and hobbies']","['practical', 'minimalistic', 'chill']",['apologies'],['female'],['18 - 25'],['colleague'],,,random_user_174,,,"{'interest': ['home and decor', 'sports and hobbies'], 'style': ['practical', 'minimalistic', 'chill'], 'occasion': ['apologies'], 'gender': ['female'], 'age_category': ['18 - 25'], 'relationship': ['colleague']}",[],"['1695942603345x176319672058410600', '1694623267373x924126930619978600']",unq_id-560
561,561,545,,random_profile_575,,,,,"['music and entertainment', 'sports and hobbies', 'pets and animal lovers']",['classic and timeless'],['promotions and achievements'],['male'],['12 - 18'],['girlfriend'],,,random_user_35,,,"{'interest': ['music and entertainment', 'sports and hobbies', 'pets and animal lovers'], 'style': ['classic and timeless'], 'occasion': ['promotions and achievements'], 'gender': ['male'], 'age_category': ['12 - 18'], 'relationship': ['girlfriend']}",[],"['1695836049324x740687961475276500', '1695831218864x647126621441502800', '1695831226001x990737145469037200']",unq_id-561
562,562,546,,random_profile_243,,,,,"['books and learning', 'social impact and charity', 'music and entertainment', 'spirituality', 'outdoor and nature', 'sports and hobbies', 'food and cooking', 'tech and gadgets', 'art and culture', 'beauty and self-care', 'fashion and accessories', 'arts and crafts']","['minimalistic', 'classic and timeless', 'comfortable yet stylish', 'practical']",['appreciation'],['male'],['18 - 25'],['friend'],,,random_user_248,,,"{'interest': ['books and learning', 'social impact and charity', 'music and entertainment', 'spirituality', 'outdoor and nature', 'sports and hobbies', 'food and cooking', 'tech and gadgets', 'art and culture', 'beauty and self-care', 'fashion and accessories', 'arts and crafts'], 'style': ['minimalistic', 'classic and timeless', 'comfortable yet stylish', 'practical'], 'occasion': ['appreciation'], 'gender': ['male'], 'age_category': ['18 - 25'], 'relationship': ['friend']}",[],"['1695831212896x876049415601754000', '1695831225238x628465663529718800']",unq_id-562
